,country,year,sex,age,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation
22647,Singapore,2005,male,15-24 years,16,233900,6.84,"127,417,688,056",38122,Millenials
22648,Singapore,2005,female,15-24 years,13,225500,5.76,"127,417,688,056",38122,Millenials
22649,Singapore,2005,female,25-34 years,15,289600,5.18,"127,417,688,056",38122,Generation X
22650,Singapore,2005,female,5-14 years,3,244900,1.22,"127,417,688,056",38122,Millenials
22651,Singapore,2005,male,5-14 years,0,260000,0.0,"127,417,688,056",38122,Millenials
22652,Singapore,2006,male,75+ years,14,46700,29.98,"147,797,218,201",43318,Silent
22653,Singapore,2006,female,75+ years,19,67600,28.11,"147,797,218,201",43318,Silent
22654,Singapore,2006,male,55-74 years,58,258800,22.41,"147,797,218,201",43318,Silent
22655,Singapore,2006,male,35-54 years,118,615500,19.17,"147,797,218,201",43318,Boomers
22656,Singapore,2006,female,55-74 years,39,273400,14.26,"147,797,218,201",43318,Silent
22657,Singapore,2006,male,25-34 years,25,267200,9.36,"147,797,218,201",43318,Generation X
22658,Singapore,2006,female,35-54 years,55,616100,8.93,"147,797,218,201",43318,Boomers
22659,Singapore,2006,female,25-34 years,24,292800,8.2,"147,797,218,201",43318,Generation X
22660,Singapore,2006,male,15-24 years,15,240400,6.24,"147,797,218,201",43318,Millenials
22661,Singapore,2006,female,15-24 years,3,231800,1.29,"147,797,218,201",43318,Millenials
22662,Singapore,2006,female,5-14 years,1,243400,0.41,"147,797,218,201",43318,Millenials
22663,Singapore,2006,male,5-14 years,1,258200,0.39,"147,797,218,201",43318,Millenials
22664,Singapore,2007,male,75+ years,27,45000,60.0,"179,981,288,567",53098,Silent
22665,Singapore,2007,female,75+ years,17,68300,24.89,"179,981,288,567",53098,Silent
22666,Singapore,2007,male,55-74 years,41,267000,15.36,"179,981,288,567",53098,Silent
22667,Singapore,2007,female,55-74 years,40,281800,14.19,"179,981,288,567",53098,Silent
22668,Singapore,2007,male,35-54 years,77,609000,12.64,"179,981,288,567",53098,Boomers
22669,Singapore,2007,male,25-34 years,28,263500,10.63,"179,981,288,567",53098,Generation X
22670,Singapore,2007,male,15-24 years,24,242200,9.91,"179,981,288,567",53098,Millenials
22671,Singapore,2007,female,35-54 years,46,608800,7.56,"179,981,288,567",53098,Boomers
22672,Singapore,2007,female,25-34 years,18,285500,6.3,"179,981,288,567",53098,Generation X
22673,Singapore,2007,female,15-24 years,10,233600,4.28,"179,981,288,567",53098,Millenials
22674,Singapore,2007,female,5-14 years,0,235100,0.0,"179,981,288,567",53098,Generation Z
22675,Singapore,2007,male,5-14 years,0,249800,0.0,"179,981,288,567",53098,Generation Z
22676,Singapore,2008,male,75+ years,28,47500,58.95,"192,225,881,688",55735,Silent
22677,Singapore,2008,female,75+ years,13,71800,18.11,"192,225,881,688",55735,Silent
22678,Singapore,2008,male,55-74 years,49,282300,17.36,"192,225,881,688",55735,Silent
22679,Singapore,2008,male,35-54 years,93,615400,15.11,"192,225,881,688",55735,Boomers
22680,Singapore,2008,male,25-34 years,27,265900,10.15,"192,225,881,688",55735,Generation X
22681,Singapore,2008,female,55-74 years,29,296800,9.77,"192,225,881,688",55735,Silent
22682,Singapore,2008,female,35-54 years,45,616400,7.3,"192,225,881,688",55735,Boomers
22683,Singapore,2008,female,25-34 years,14,287100,4.88,"192,225,881,688",55735,Generation X
22684,Singapore,2008,female,15-24 years,11,240800,4.57,"192,225,881,688",55735,Millenials
22685,Singapore,2008,male,15-24 years,9,247500,3.64,"192,225,881,688",55735,Millenials
22686,Singapore,2008,male,5-14 years,1,245300,0.41,"192,225,881,688",55735,Generation Z
22687,Singapore,2008,female,5-14 years,0,232100,0.0,"192,225,881,688",55735,Generation Z
22688,Singapore,2009,male,75+ years,22,50400,43.65,"192,408,387,762",54413,Silent
22689,Singapore,2009,female,75+ years,18,75900,23.72,"192,408,387,762",54413,Silent
22690,Singapore,2009,male,55-74 years,50,299900,16.67,"192,408,387,762",54413,Silent
22691,Singapore,2009,male,35-54 years,99,623400,15.88,"192,408,387,762",54413,Boomers
22692,Singapore,2009,male,25-34 years,41,274700,14.93,"192,408,387,762",54413,Generation X
22693,Singapore,2009,female,55-74 years,33,313500,10.53,"192,408,387,762",54413,Silent
22694,Singapore,2009,male,15-24 years,21,254400,8.25,"192,408,387,762",54413,Millenials
22695,Singapore,2009,female,35-54 years,40,626800,6.38,"192,408,387,762",54413,Boomers
22696,Singapore,2009,female,15-24 years,11,250100,4.4,"192,408,387,762",54413,Millenials
22697,Singapore,2009,female,25-34 years,9,296900,3.03,"192,408,387,762",54413,Generation X
22698,Singapore,2009,female,5-14 years,3,228900,1.31,"192,408,387,762",54413,Generation Z
22699,Singapore,2009,male,5-14 years,2,241200,0.83,"192,408,387,762",54413,Generation Z
22700,Singapore,2010,male,75+ years,27,53300,50.66,"236,421,782,178",66099,Silent
22701,Singapore,2010,male,55-74 years,48,315800,15.2,"236,421,782,178",66099,Silent
22702,Singapore,2010,male,35-54 years,94,625200,15.04,"236,421,782,178",66099,Generation X
22703,Singapore,2010,female,75+ years,12,80900,14.83,"236,421,782,178",66099,Silent
22704,Singapore,2010,female,55-74 years,28,329000,8.51,"236,421,782,178",66099,Silent
22705,Singapore,2010,male,25-34 years,20,274300,7.29,"236,421,782,178",66099,Generation X
22706,Singapore,2010,female,35-54 years,34,630600,5.39,"236,421,782,178",66099,Generation X
22707,Singapore,2010,female,15-24 years,13,252900,5.14,"236,421,782,178",66099,Millenials
22708,Singapore,2010,female,25-34 years,12,296900,4.04,"236,421,782,178",66099,Generation X
22709,Singapore,2010,male,15-24 years,7,257900,2.71,"236,421,782,178",66099,Millenials
22710,Singapore,2010,male,5-14 years,1,235500,0.42,"236,421,782,178",66099,Generation Z
22711,Singapore,2010,female,5-14 years,0,224500,0.0,"236,421,782,178",66099,Generation Z
22712,Singapore,2011,male,75+ years,18,55900,32.2,"275,966,926,379",76638,Silent
22713,Singapore,2011,male,55-74 years,68,333700,20.38,"275,966,926,379",76638,Boomers
22714,Singapore,2011,female,75+ years,12,84300,14.23,"275,966,926,379",76638,Silent
22715,Singapore,2011,male,35-54 years,81,623200,13.0,"275,966,926,379",76638,Generation X
22716,Singapore,2011,female,55-74 years,42,347600,12.08,"275,966,926,379",76638,Boomers
22717,Singapore,2011,male,25-34 years,18,269000,6.69,"275,966,926,379",76638,Millenials
22718,Singapore,2011,female,35-54 years,35,631700,5.54,"275,966,926,379",76638,Generation X
22719,Singapore,2011,female,15-24 years,14,255000,5.49,"275,966,926,379",76638,Millenials
22720,Singapore,2011,male,15-24 years,12,260800,4.6,"275,966,926,379",76638,Millenials
22721,Singapore,2011,female,25-34 years,8,291100,2.75,"275,966,926,379",76638,Millenials
22722,Singapore,2011,female,5-14 years,0,219200,0.0,"275,966,926,379",76638,Generation Z
22723,Singapore,2011,male,5-14 years,0,229400,0.0,"275,966,926,379",76638,Generation Z
22724,Singapore,2012,male,75+ years,21,58300,36.02,"290,673,681,684",80040,Silent
22725,Singapore,2012,male,55-74 years,91,352500,25.82,"290,673,681,684",80040,Boomers
22726,Singapore,2012,female,75+ years,15,87100,17.22,"290,673,681,684",80040,Silent
22727,Singapore,2012,male,35-54 years,89,621200,14.33,"290,673,681,684",80040,Generation X
22728,Singapore,2012,female,35-54 years,66,632900,10.43,"290,673,681,684",80040,Generation X
22729,Singapore,2012,female,55-74 years,35,366600,9.55,"290,673,681,684",80040,Boomers
22730,Singapore,2012,male,25-34 years,22,263800,8.34,"290,673,681,684",80040,Millenials
22731,Singapore,2012,male,15-24 years,19,264800,7.18,"290,673,681,684",80040,Millenials
22732,Singapore,2012,female,15-24 years,17,258600,6.57,"290,673,681,684",80040,Millenials
22733,Singapore,2012,female,25-34 years,15,286200,5.24,"290,673,681,684",80040,Millenials
22734,Singapore,2012,female,5-14 years,1,214900,0.47,"290,673,681,684",80040,Generation Z
22735,Singapore,2012,male,5-14 years,1,224700,0.45,"290,673,681,684",80040,Generation Z
22736,Singapore,2013,male,75+ years,25,61658,40.55,"304,454,327,499",83151,Silent
22737,Singapore,2013,male,55-74 years,84,370242,22.69,"304,454,327,499",83151,Boomers
22738,Singapore,2013,female,75+ years,14,91216,15.35,"304,454,327,499",83151,Silent
22739,Singapore,2013,male,35-54 years,77,616200,12.5,"304,454,327,499",83151,Generation X
22740,Singapore,2013,male,15-24 years,30,264023,11.36,"304,454,327,499",83151,Millenials
22741,Singapore,2013,male,25-34 years,29,265275,10.93,"304,454,327,499",83151,Millenials
22742,Singapore,2013,female,55-74 years,30,384544,7.8,"304,454,327,499",83151,Boomers
22743,Singapore,2013,female,35-54 years,40,631208,6.34,"304,454,327,499",83151,Generation X
22744,Singapore,2013,female,15-24 years,15,257932,5.82,"304,454,327,499",83151,Millenials
22745,Singapore,2013,female,25-34 years,13,287210,4.53,"304,454,327,499",83151,Millenials
22746,Singapore,2013,female,5-14 years,0,211362,0.0,"304,454,327,499",83151,Generation Z
22747,Singapore,2013,male,5-14 years,0,220586,0.0,"304,454,327,499",83151,Generation Z
22748,Singapore,2014,male,75+ years,29,66198,43.81,"311,539,499,645",84442,Silent
22749,Singapore,2014,male,55-74 years,97,387256,25.05,"311,539,499,645",84442,Boomers
22750,Singapore,2014,male,35-54 years,73,611207,11.94,"311,539,499,645",84442,Generation X
22751,Singapore,2014,male,25-34 years,30,268258,11.18,"311,539,499,645",84442,Millenials
22752,Singapore,2014,female,75+ years,10,97390,10.27,"311,539,499,645",84442,Silent
22753,Singapore,2014,female,55-74 years,34,400651,8.49,"311,539,499,645",84442,Boomers
22754,Singapore,2014,male,15-24 years,20,259416,7.71,"311,539,499,645",84442,Millenials
22755,Singapore,2014,female,35-54 years,46,630881,7.29,"311,539,499,645",84442,Generation X
22756,Singapore,2014,female,25-34 years,9,289688,3.11,"311,539,499,645",84442,Millenials
22757,Singapore,2014,female,15-24 years,5,251839,1.99,"311,539,499,645",84442,Millenials
22758,Singapore,2014,female,5-14 years,1,209039,0.48,"311,539,499,645",84442,Generation Z
22759,Singapore,2014,male,5-14 years,1,217547,0.46,"311,539,499,645",84442,Generation Z
22760,Singapore,2015,male,75+ years,15,71060,21.11,"304,097,759,674",81766,Silent
22761,Singapore,2015,male,55-74 years,73,403996,18.07,"304,097,759,674",81766,Boomers
22762,Singapore,2015,male,35-54 years,79,606327,13.03,"304,097,759,674",81766,Generation X
22763,Singapore,2015,female,75+ years,13,103599,12.55,"304,097,759,674",81766,Silent
22764,Singapore,2015,male,25-34 years,30,270351,11.1,"304,097,759,674",81766,Millenials
22765,Singapore,2015,male,15-24 years,19,257780,7.37,"304,097,759,674",81766,Millenials
22766,Singapore,2015,female,55-74 years,28,416616,6.72,"304,097,759,674",81766,Boomers
22767,Singapore,2015,female,25-34 years,18,291298,6.18,"304,097,759,674",81766,Millenials
22768,Singapore,2015,female,15-24 years,15,249249,6.02,"304,097,759,674",81766,Millenials
22769,Singapore,2015,female,35-54 years,36,629999,5.71,"304,097,759,674",81766,Generation X
22770,Singapore,2015,male,5-14 years,2,213262,0.94,"304,097,759,674",81766,Generation Z
22771,Singapore,2015,female,5-14 years,1,205578,0.49,"304,097,759,674",81766,Generation Z
23648,Spain,1995,male,75+ years,397,880700,45.08,"612,939,685,081",16444,G.I. Generation
23649,Spain,1995,male,55-74 years,718,3583900,20.03,"612,939,685,081",16444,Silent
23650,Spain,1995,male,25-34 years,398,3196300,12.45,"612,939,685,081",16444,Generation X
23651,Spain,1995,male,35-54 years,600,4882200,12.29,"612,939,685,081",16444,Boomers
23652,Spain,1995,female,75+ years,158,1541300,10.25,"612,939,685,081",16444,G.I. Generation
23653,Spain,1995,male,15-24 years,287,3297800,8.7,"612,939,685,081",16444,Generation X
23654,Spain,1995,female,55-74 years,273,4106700,6.65,"612,939,685,081",16444,Silent
23655,Spain,1995,female,35-54 years,183,4928000,3.71,"612,939,685,081",16444,Boomers
23656,Spain,1995,female,25-34 years,69,3118000,2.21,"612,939,685,081",16444,Generation X
23657,Spain,1995,female,15-24 years,65,3156100,2.06,"612,939,685,081",16444,Generation X
23658,Spain,1995,male,5-14 years,8,2351100,0.34,"612,939,685,081",16444,Millenials
23659,Spain,1995,female,5-14 years,1,2233200,0.04,"612,939,685,081",16444,Millenials
23660,Spain,1996,male,75+ years,403,909200,44.32,"640,998,292,395",17166,G.I. Generation
23661,Spain,1996,male,55-74 years,716,3585800,19.97,"640,998,292,395",17166,Silent
23662,Spain,1996,male,35-54 years,643,4980500,12.91,"640,998,292,395",17166,Boomers
23663,Spain,1996,male,25-34 years,406,3228500,12.58,"640,998,292,395",17166,Generation X
23664,Spain,1996,female,75+ years,161,1585000,10.16,"640,998,292,395",17166,G.I. Generation
23665,Spain,1996,male,15-24 years,278,3245600,8.57,"640,998,292,395",17166,Generation X
23666,Spain,1996,female,55-74 years,298,4106800,7.26,"640,998,292,395",17166,Silent
23667,Spain,1996,female,35-54 years,222,5026000,4.42,"640,998,292,395",17166,Boomers
23668,Spain,1996,female,25-34 years,110,3144900,3.5,"640,998,292,395",17166,Generation X
23669,Spain,1996,female,15-24 years,70,3106900,2.25,"640,998,292,395",17166,Generation X
23670,Spain,1996,female,5-14 years,8,2153000,0.37,"640,998,292,395",17166,Millenials
23671,Spain,1996,male,5-14 years,5,2269000,0.22,"640,998,292,395",17166,Millenials
23672,Spain,1997,male,75+ years,464,942200,49.25,"588,692,045,455",15738,G.I. Generation
23673,Spain,1997,male,55-74 years,702,3593200,19.54,"588,692,045,455",15738,Silent
23674,Spain,1997,male,35-54 years,673,5072000,13.27,"588,692,045,455",15738,Boomers
23675,Spain,1997,male,25-34 years,421,3257100,12.93,"588,692,045,455",15738,Generation X
23676,Spain,1997,female,75+ years,186,1633100,11.39,"588,692,045,455",15738,G.I. Generation
23677,Spain,1997,male,15-24 years,257,3177500,8.09,"588,692,045,455",15738,Generation X
23678,Spain,1997,female,55-74 years,292,4112300,7.1,"588,692,045,455",15738,Silent
23679,Spain,1997,female,35-54 years,207,5117000,4.05,"588,692,045,455",15738,Boomers
23680,Spain,1997,female,25-34 years,87,3169000,2.75,"588,692,045,455",15738,Generation X
23681,Spain,1997,female,15-24 years,70,3042300,2.3,"588,692,045,455",15738,Generation X
23682,Spain,1997,male,5-14 years,9,2202500,0.41,"588,692,045,455",15738,Millenials
23683,Spain,1997,female,5-14 years,5,2086800,0.24,"588,692,045,455",15738,Millenials
23684,Spain,1998,male,75+ years,451,977600,46.13,"617,041,986,858",16473,G.I. Generation
23685,Spain,1998,male,55-74 years,702,3602900,19.48,"617,041,986,858",16473,Silent
23686,Spain,1998,male,25-34 years,443,3282800,13.49,"617,041,986,858",16473,Generation X
23687,Spain,1998,male,35-54 years,650,5160800,12.59,"617,041,986,858",16473,Boomers
23688,Spain,1998,female,75+ years,155,1683900,9.2,"617,041,986,858",16473,G.I. Generation
23689,Spain,1998,male,15-24 years,249,3095400,8.04,"617,041,986,858",16473,Generation X
23690,Spain,1998,female,55-74 years,257,4120800,6.24,"617,041,986,858",16473,Silent
23691,Spain,1998,female,35-54 years,203,5204500,3.9,"617,041,986,858",16473,Boomers
23692,Spain,1998,female,25-34 years,99,3190600,3.1,"617,041,986,858",16473,Generation X
23693,Spain,1998,female,15-24 years,44,2963300,1.48,"617,041,986,858",16473,Generation X
23694,Spain,1998,female,5-14 years,4,2030500,0.2,"617,041,986,858",16473,Millenials
23695,Spain,1998,male,5-14 years,4,2145800,0.19,"617,041,986,858",16473,Millenials
23696,Spain,1999,male,75+ years,453,1030780,43.95,"633,194,118,900",16756,G.I. Generation
23697,Spain,1999,male,55-74 years,681,3645758,18.68,"633,194,118,900",16756,Silent
23698,Spain,1999,male,35-54 years,689,5278476,13.05,"633,194,118,900",16756,Boomers
23699,Spain,1999,male,25-34 years,368,3349113,10.99,"633,194,118,900",16756,Generation X
23700,Spain,1999,female,75+ years,171,1752702,9.76,"633,194,118,900",16756,G.I. Generation
23701,Spain,1999,female,55-74 years,309,4152474,7.44,"633,194,118,900",16756,Silent
23702,Spain,1999,male,15-24 years,218,3024035,7.21,"633,194,118,900",16756,Generation X
23703,Spain,1999,female,35-54 years,204,5320218,3.83,"633,194,118,900",16756,Boomers
23704,Spain,1999,female,15-24 years,61,2890218,2.11,"633,194,118,900",16756,Generation X
23705,Spain,1999,female,25-34 years,64,3242804,1.97,"633,194,118,900",16756,Generation X
23706,Spain,1999,male,5-14 years,2,2109838,0.09,"633,194,118,900",16756,Millenials
23707,Spain,1999,female,5-14 years,0,1992855,0.0,"633,194,118,900",16756,Millenials
23708,Spain,2000,male,75+ years,488,1085540,44.95,"595,402,616,547",15538,G.I. Generation
23709,Spain,2000,male,55-74 years,710,3711409,19.13,"595,402,616,547",15538,Silent
23710,Spain,2000,male,35-54 years,742,5461859,13.59,"595,402,616,547",15538,Boomers
23711,Spain,2000,male,25-34 years,400,3377214,11.84,"595,402,616,547",15538,Generation X
23712,Spain,2000,female,75+ years,165,1821548,9.06,"595,402,616,547",15538,G.I. Generation
23713,Spain,2000,male,15-24 years,229,2984879,7.67,"595,402,616,547",15538,Generation X
23714,Spain,2000,female,55-74 years,285,4176546,6.82,"595,402,616,547",15538,Silent
23715,Spain,2000,female,35-54 years,216,5498932,3.93,"595,402,616,547",15538,Boomers
23716,Spain,2000,female,25-34 years,107,3274904,3.27,"595,402,616,547",15538,Generation X
23717,Spain,2000,female,15-24 years,43,2846326,1.51,"595,402,616,547",15538,Generation X
23718,Spain,2000,male,5-14 years,6,2096540,0.29,"595,402,616,547",15538,Millenials
23719,Spain,2000,female,5-14 years,3,1984299,0.15,"595,402,616,547",15538,Millenials
23720,Spain,2001,male,75+ years,462,1126029,41.03,"625,975,838,926",16169,Silent
23721,Spain,2001,male,55-74 years,658,3750171,17.55,"625,975,838,926",16169,Silent
23722,Spain,2001,male,35-54 years,702,5607814,12.52,"625,975,838,926",16169,Boomers
23723,Spain,2001,male,25-34 years,407,3456947,11.77,"625,975,838,926",16169,Generation X
23724,Spain,2001,female,75+ years,160,1873657,8.54,"625,975,838,926",16169,Silent
23725,Spain,2001,male,15-24 years,194,2913033,6.66,"625,975,838,926",16169,Millenials
23726,Spain,2001,female,55-74 years,228,4211088,5.41,"625,975,838,926",16169,Silent
23727,Spain,2001,female,35-54 years,234,5635311,4.15,"625,975,838,926",16169,Boomers
23728,Spain,2001,female,25-34 years,93,3333937,2.79,"625,975,838,926",16169,Generation X
23729,Spain,2001,female,15-24 years,40,2774641,1.44,"625,975,838,926",16169,Millenials
23730,Spain,2001,male,5-14 years,7,2070400,0.34,"625,975,838,926",16169,Millenials
23731,Spain,2001,female,5-14 years,4,1960476,0.2,"625,975,838,926",16169,Millenials
23732,Spain,2002,male,75+ years,498,1171341,42.52,"705,145,868,624",17924,Silent
23733,Spain,2002,male,55-74 years,688,3804296,18.08,"705,145,868,624",17924,Silent
23734,Spain,2002,male,35-54 years,752,5784305,13.0,"705,145,868,624",17924,Boomers
23735,Spain,2002,male,25-34 years,414,3566812,11.61,"705,145,868,624",17924,Generation X
23736,Spain,2002,female,75+ years,154,1934508,7.96,"705,145,868,624",17924,Silent
23737,Spain,2002,male,15-24 years,196,2855801,6.86,"705,145,868,624",17924,Millenials
23738,Spain,2002,female,55-74 years,268,4260724,6.29,"705,145,868,624",17924,Silent
23739,Spain,2002,female,35-54 years,245,5794565,4.23,"705,145,868,624",17924,Boomers
23740,Spain,2002,female,25-34 years,103,3417162,3.01,"705,145,868,624",17924,Generation X
23741,Spain,2002,female,15-24 years,46,2719911,1.69,"705,145,868,624",17924,Millenials
23742,Spain,2002,male,5-14 years,7,2069866,0.34,"705,145,868,624",17924,Millenials
23743,Spain,2002,female,5-14 years,1,1961320,0.05,"705,145,868,624",17924,Millenials
23744,Spain,2003,male,75+ years,523,1219166,42.9,"906,853,273,138",22701,Silent
23745,Spain,2003,male,55-74 years,676,3855429,17.53,"906,853,273,138",22701,Silent
23746,Spain,2003,male,35-54 years,799,5955985,13.42,"906,853,273,138",22701,Boomers
23747,Spain,2003,male,25-34 years,459,3667417,12.52,"906,853,273,138",22701,Generation X
23748,Spain,2003,female,75+ years,162,1997884,8.11,"906,853,273,138",22701,Silent
23749,Spain,2003,male,15-24 years,191,2795116,6.83,"906,853,273,138",22701,Millenials
23750,Spain,2003,female,55-74 years,250,4309104,5.8,"906,853,273,138",22701,Silent
23751,Spain,2003,female,35-54 years,266,5948492,4.47,"906,853,273,138",22701,Boomers
23752,Spain,2003,female,25-34 years,93,3492577,2.66,"906,853,273,138",22701,Generation X
23753,Spain,2003,female,15-24 years,56,2663400,2.1,"906,853,273,138",22701,Millenials
23754,Spain,2003,male,5-14 years,2,2075819,0.1,"906,853,273,138",22701,Millenials
23755,Spain,2003,female,5-14 years,1,1967167,0.05,"906,853,273,138",22701,Millenials
23756,Spain,2004,male,75+ years,498,1269270,39.24,"1,069,555,500,372",26372,Silent
23757,Spain,2004,male,55-74 years,659,3906640,16.87,"1,069,555,500,372",26372,Silent
23758,Spain,2004,male,35-54 years,887,6135485,14.46,"1,069,555,500,372",26372,Boomers
23759,Spain,2004,male,25-34 years,421,3758199,11.2,"1,069,555,500,372",26372,Generation X
23760,Spain,2004,female,75+ years,183,2064141,8.87,"1,069,555,500,372",26372,Silent
23761,Spain,2004,male,15-24 years,175,2735115,6.4,"1,069,555,500,372",26372,Millenials
23762,Spain,2004,female,55-74 years,261,4356779,5.99,"1,069,555,500,372",26372,Silent
23763,Spain,2004,female,35-54 years,267,6105697,4.37,"1,069,555,500,372",26372,Boomers
23764,Spain,2004,female,25-34 years,89,3558696,2.5,"1,069,555,500,372",26372,Generation X
23765,Spain,2004,female,15-24 years,56,2605983,2.15,"1,069,555,500,372",26372,Millenials
23766,Spain,2004,male,5-14 years,11,2084465,0.53,"1,069,555,500,372",26372,Millenials
23767,Spain,2004,female,5-14 years,1,1975353,0.05,"1,069,555,500,372",26372,Millenials
23768,Spain,2005,male,75+ years,508,1321048,38.45,"1,157,276,458,152",28092,Silent
23769,Spain,2005,male,55-74 years,663,3959581,16.74,"1,157,276,458,152",28092,Silent
23770,Spain,2005,male,35-54 years,829,6325167,13.11,"1,157,276,458,152",28092,Boomers
23771,Spain,2005,male,25-34 years,402,3844965,10.46,"1,157,276,458,152",28092,Generation X
23772,Spain,2005,female,75+ years,166,2131394,7.79,"1,157,276,458,152",28092,Silent
23773,Spain,2005,female,55-74 years,277,4405181,6.29,"1,157,276,458,152",28092,Silent
23774,Spain,2005,male,15-24 years,164,2683966,6.11,"1,157,276,458,152",28092,Millenials
23775,Spain,2005,female,35-54 years,228,6266642,3.64,"1,157,276,458,152",28092,Boomers
23776,Spain,2005,female,25-34 years,117,3615897,3.24,"1,157,276,458,152",28092,Generation X
23777,Spain,2005,female,15-24 years,38,2553272,1.49,"1,157,276,458,152",28092,Millenials
23778,Spain,2005,male,5-14 years,4,2099387,0.19,"1,157,276,458,152",28092,Millenials
23779,Spain,2005,female,5-14 years,3,1988979,0.15,"1,157,276,458,152",28092,Millenials
23780,Spain,2006,male,75+ years,491,1374287,35.73,"1,264,551,499,185",30246,Silent
23781,Spain,2006,male,55-74 years,676,4010241,16.86,"1,264,551,499,185",30246,Silent
23782,Spain,2006,male,35-54 years,822,6515790,12.62,"1,264,551,499,185",30246,Boomers
23783,Spain,2006,male,25-34 years,368,3903848,9.43,"1,264,551,499,185",30246,Generation X
23784,Spain,2006,female,75+ years,144,2199499,6.55,"1,264,551,499,185",30246,Silent
23785,Spain,2006,male,15-24 years,153,2635454,5.81,"1,264,551,499,185",30246,Millenials
23786,Spain,2006,female,55-74 years,217,4450959,4.88,"1,264,551,499,185",30246,Silent
23787,Spain,2006,female,35-54 years,245,6427029,3.81,"1,264,551,499,185",30246,Boomers
23788,Spain,2006,female,25-34 years,87,3653351,2.38,"1,264,551,499,185",30246,Generation X
23789,Spain,2006,female,15-24 years,39,2504340,1.56,"1,264,551,499,185",30246,Millenials
23790,Spain,2006,female,5-14 years,3,2011294,0.15,"1,264,551,499,185",30246,Millenials
23791,Spain,2006,male,5-14 years,2,2122756,0.09,"1,264,551,499,185",30246,Millenials
23792,Spain,2007,male,75+ years,536,1424885,37.62,"1,479,341,637,011",34769,Silent
23793,Spain,2007,male,55-74 years,633,4065846,15.57,"1,479,341,637,011",34769,Silent
23794,Spain,2007,male,35-54 years,841,6733333,12.49,"1,479,341,637,011",34769,Boomers
23795,Spain,2007,male,25-34 years,332,3962434,8.38,"1,479,341,637,011",34769,Generation X
23796,Spain,2007,female,75+ years,146,2265062,6.45,"1,479,341,637,011",34769,Silent
23797,Spain,2007,female,55-74 years,248,4502070,5.51,"1,479,341,637,011",34769,Silent
23798,Spain,2007,male,15-24 years,114,2609810,4.37,"1,479,341,637,011",34769,Millenials
23799,Spain,2007,female,35-54 years,275,6607654,4.16,"1,479,341,637,011",34769,Boomers
23800,Spain,2007,female,25-34 years,97,3690155,2.63,"1,479,341,637,011",34769,Generation X
23801,Spain,2007,female,15-24 years,30,2477304,1.21,"1,479,341,637,011",34769,Millenials
23802,Spain,2007,male,5-14 years,7,2161485,0.32,"1,479,341,637,011",34769,Generation Z
23803,Spain,2007,female,5-14 years,5,2047289,0.24,"1,479,341,637,011",34769,Generation Z
23804,Spain,2008,male,75+ years,484,1470360,32.92,"1,635,015,380,108",37848,Silent
23805,Spain,2008,male,55-74 years,701,4119213,17.02,"1,635,015,380,108",37848,Silent
23806,Spain,2008,male,35-54 years,972,6933625,14.02,"1,635,015,380,108",37848,Boomers
23807,Spain,2008,male,25-34 years,379,3966630,9.55,"1,635,015,380,108",37848,Generation X
23808,Spain,2008,female,75+ years,154,2324904,6.62,"1,635,015,380,108",37848,Silent
23809,Spain,2008,female,55-74 years,247,4552840,5.43,"1,635,015,380,108",37848,Silent
23810,Spain,2008,male,15-24 years,138,2581615,5.35,"1,635,015,380,108",37848,Millenials
23811,Spain,2008,female,35-54 years,261,6786588,3.85,"1,635,015,380,108",37848,Boomers
23812,Spain,2008,female,25-34 years,87,3705581,2.35,"1,635,015,380,108",37848,Generation X
23813,Spain,2008,female,15-24 years,30,2456366,1.22,"1,635,015,380,108",37848,Millenials
23814,Spain,2008,female,5-14 years,2,2092458,0.1,"1,635,015,380,108",37848,Generation Z
23815,Spain,2008,male,5-14 years,2,2209304,0.09,"1,635,015,380,108",37848,Generation Z
23816,Spain,2009,male,75+ years,517,1514292,34.14,"1,499,099,749,931",34470,Silent
23817,Spain,2009,male,55-74 years,714,4165673,17.14,"1,499,099,749,931",34470,Silent
23818,Spain,2009,male,35-54 years,945,7078821,13.35,"1,499,099,749,931",34470,Boomers
23819,Spain,2009,male,25-34 years,344,3882169,8.86,"1,499,099,749,931",34470,Generation X
23820,Spain,2009,female,75+ years,149,2382502,6.25,"1,499,099,749,931",34470,Silent
23821,Spain,2009,male,15-24 years,139,2527370,5.5,"1,499,099,749,931",34470,Millenials
23822,Spain,2009,female,55-74 years,227,4595765,4.94,"1,499,099,749,931",34470,Silent
23823,Spain,2009,female,35-54 years,274,6917215,3.96,"1,499,099,749,931",34470,Boomers
23824,Spain,2009,female,25-34 years,80,3645416,2.19,"1,499,099,749,931",34470,Generation X
23825,Spain,2009,female,15-24 years,32,2405171,1.33,"1,499,099,749,931",34470,Millenials
23826,Spain,2009,male,5-14 years,7,2247483,0.31,"1,499,099,749,931",34470,Generation Z
23827,Spain,2009,female,5-14 years,1,2128209,0.05,"1,499,099,749,931",34470,Generation Z
23828,Spain,2010,male,75+ years,488,1554056,31.4,"1,431,616,749,640",32839,Silent
23829,Spain,2010,male,55-74 years,635,4217377,15.06,"1,431,616,749,640",32839,Silent
23830,Spain,2010,male,35-54 years,971,7176013,13.53,"1,431,616,749,640",32839,Generation X
